antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'comparative'}),frozenset({'legal'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'legal'}),frozenset({'comparative'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'comparative'}),frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comparative'}),frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'comprehensive'}),frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'comprehensive'}),frozenset({'judicial'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'comprehensive'}),frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
frozenset({'comprehensive'}),frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'pleading'}),frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'discrimination'}),frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
frozenset({'lawmaking'}),frozenset({'discrimination'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'discrimination'}),frozenset({'lawmaking'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'discrimination'}),frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'discrimination'}),frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'disintegration'}),frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'disintegration'}),frozenset({'europe'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'europe'}),frozenset({'disintegration'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'european'}),frozenset({'disintegration'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'disintegration'}),frozenset({'european'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'economics'}),frozenset({'economic'}),0.2,0.2,0.2,1.0,5.0,0.16,inf
frozenset({'economic'}),frozenset({'economics'}),0.2,0.2,0.2,1.0,5.0,0.16,inf
frozenset({'oligopoly'}),frozenset({'economic'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'economic'}),frozenset({'study'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
frozenset({'oligopoly'}),frozenset({'economics'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'economics'}),frozenset({'study'}),0.2,0.4,0.2,1.0,2.5,0.12,inf
frozenset({'methodology'}),frozenset({'essay'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'essay'}),frozenset({'methodology'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'essay'}),frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'essay'}),frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'essay'}),frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'europe'}),frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'european'}),frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'european'}),frozenset({'europe'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'europe'}),frozenset({'european'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'honoursstudenten'}),frozenset({'masterclass'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclass'}),frozenset({'honoursstudenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'honoursstudenten'}),frozenset({'masterclasses'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclasses'}),frozenset({'honoursstudenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'honoursstudenten'}),frozenset({'studenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studenten'}),frozenset({'honoursstudenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'honoursstudenten'}),frozenset({'studentrechters'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studentrechters'}),frozenset({'honoursstudenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'judicial'}),frozenset({'law'}),0.2,0.5,0.2,1.0,2.0,0.1,inf
frozenset({'jurisdiction'}),frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
frozenset({'jurisdiction'}),frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'jurisdiction'}),frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'lawmaking'}),frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
frozenset({'legal'}),frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
frozenset({'legislation'}),frozenset({'law'}),0.3,0.5,0.3,1.0,2.0,0.15,inf
frozenset({'lawmaking'}),frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'lawmaking'}),frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'oligopoly'}),frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'legal'}),frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'legal'}),frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'masterclasses'}),frozenset({'masterclass'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclass'}),frozenset({'masterclasses'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studenten'}),frozenset({'masterclass'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclass'}),frozenset({'studenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studentrechters'}),frozenset({'masterclass'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclass'}),frozenset({'studentrechters'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclasses'}),frozenset({'studenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studenten'}),frozenset({'masterclasses'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'masterclasses'}),frozenset({'studentrechters'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studentrechters'}),frozenset({'masterclasses'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'methodology'}),frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'methodology'}),frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'methodology'}),frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'oligopoly'}),frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'practice'}),frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'practice'}),frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'studentrechters'}),frozenset({'studenten'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'studenten'}),frozenset({'studentrechters'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'pleading'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'court'})",frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'pleading', 'court'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'pleading', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),"frozenset({'advocate', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'advocate', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'practice'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'court'})",frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'court'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'practice', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),"frozenset({'advocate', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'advocate', 'practice'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'student'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'court'})",frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'student', 'court'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'student', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'advocate', 'student'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'practice'})",frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'pleading'})",frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'pleading'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'practice', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),"frozenset({'advocate', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),"frozenset({'advocate', 'practice'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'student'})",frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'pleading'})",frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'student', 'pleading'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'student', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),"frozenset({'advocate', 'student'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'advocate', 'practice'})",frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'advocate', 'student'})",frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'student'})",frozenset({'advocate'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'advocate'}),"frozenset({'practice', 'student'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),"frozenset({'advocate', 'student'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'basic', 'jurisdiction'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'basic', 'law'})",frozenset({'jurisdiction'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'jurisdiction', 'law'})",frozenset({'basic'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'basic'}),"frozenset({'jurisdiction', 'law'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'jurisdiction'}),"frozenset({'basic', 'law'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'lecture', 'basic'})",frozenset({'jurisdiction'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'lecture', 'jurisdiction'})",frozenset({'basic'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'basic', 'jurisdiction'})",frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'basic'}),"frozenset({'lecture', 'jurisdiction'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'jurisdiction'}),"frozenset({'lecture', 'basic'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'basic', 'jurisdiction'})",frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'basic', 'teaching'})",frozenset({'jurisdiction'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'jurisdiction', 'teaching'})",frozenset({'basic'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'basic'}),"frozenset({'jurisdiction', 'teaching'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'jurisdiction'}),"frozenset({'basic', 'teaching'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'lecture', 'basic'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'basic', 'law'})",frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'basic'}),"frozenset({'lecture', 'law'})",0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'basic', 'teaching'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'basic', 'law'})",frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'teaching', 'law'})",frozenset({'basic'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'basic'}),"frozenset({'teaching', 'law'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'lecture', 'basic'})",frozenset({'teaching'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'lecture', 'teaching'})",frozenset({'basic'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'basic', 'teaching'})",frozenset({'lecture'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'basic'}),"frozenset({'lecture', 'teaching'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'disintegration'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'brexit', 'eu'})",frozenset({'disintegration'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'disintegration', 'eu'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'disintegration', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'disintegration'}),"frozenset({'brexit', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'disintegration'})",frozenset({'europe'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'europe'})",frozenset({'disintegration'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'disintegration', 'europe'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'disintegration', 'europe'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'disintegration'}),"frozenset({'brexit', 'europe'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'europe'}),"frozenset({'brexit', 'disintegration'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'disintegration'})",frozenset({'european'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'european'})",frozenset({'disintegration'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'european', 'disintegration'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'european', 'disintegration'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'disintegration'}),"frozenset({'brexit', 'european'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'european'}),"frozenset({'brexit', 'disintegration'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'eu'})",frozenset({'europe'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'europe'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'eu', 'europe'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'eu', 'europe'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'europe'}),"frozenset({'brexit', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'eu'})",frozenset({'european'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'european'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'european', 'eu'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'european', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'european'}),"frozenset({'brexit', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'european'})",frozenset({'europe'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'brexit', 'europe'})",frozenset({'european'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'european', 'europe'})",frozenset({'brexit'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'brexit'}),"frozenset({'european', 'europe'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'european'}),"frozenset({'brexit', 'europe'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'europe'}),"frozenset({'brexit', 'european'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'legal'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'law', 'legal'})",frozenset({'comparative'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'law'})",frozenset({'legal'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'legal'}),"frozenset({'comparative', 'law'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'comparative'}),"frozenset({'law', 'legal'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'comparative'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'comparative', 'law'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comparative'}),"frozenset({'legislation', 'law'})",0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
"frozenset({'comparative', 'study'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'comparative', 'law'})",frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
frozenset({'comparative'}),"frozenset({'study', 'law'})",0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'legislation', 'comparative'})",frozenset({'legal'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'legal'})",frozenset({'comparative'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'legal'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comparative'}),"frozenset({'legislation', 'legal'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'legal'}),"frozenset({'legislation', 'comparative'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'study'})",frozenset({'legal'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'legal'})",frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
"frozenset({'study', 'legal'})",frozenset({'comparative'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'comparative'}),"frozenset({'study', 'legal'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'legal'}),"frozenset({'comparative', 'study'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'comparative'})",frozenset({'study'}),0.1,0.4,0.1,1.0,2.5,0.06,inf
"frozenset({'legislation', 'study'})",frozenset({'comparative'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'comparative', 'study'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comparative'}),"frozenset({'legislation', 'study'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'eu', 'judicial'})",frozenset({'comprehensive'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'eu', 'comprehensive'})",frozenset({'judicial'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'judicial', 'comprehensive'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'comprehensive'}),"frozenset({'eu', 'judicial'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'eu', 'comprehensive'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'eu', 'law'})",frozenset({'comprehensive'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'law', 'comprehensive'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'comprehensive'}),"frozenset({'eu', 'law'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'eu'})",frozenset({'comprehensive'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'comprehensive'})",frozenset({'eu'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'eu', 'comprehensive'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comprehensive'}),"frozenset({'legislation', 'eu'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'judicial', 'comprehensive'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'law', 'comprehensive'})",frozenset({'judicial'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'comprehensive'}),"frozenset({'judicial', 'law'})",0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'legislation', 'judicial'})",frozenset({'comprehensive'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'comprehensive'})",frozenset({'judicial'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'judicial', 'comprehensive'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comprehensive'}),"frozenset({'legislation', 'judicial'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'legislation', 'comprehensive'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
"frozenset({'law', 'comprehensive'})",frozenset({'legislation'}),0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
frozenset({'comprehensive'}),"frozenset({'legislation', 'law'})",0.1,0.3,0.1,1.0,3.3333333333333335,0.07,inf
"frozenset({'practice', 'pleading'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'court'})",frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'pleading', 'court'})",frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),"frozenset({'pleading', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'pleading'}),"frozenset({'practice', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'practice', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'student', 'pleading'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'student', 'court'})",frozenset({'pleading'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'pleading', 'court'})",frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
frozenset({'pleading'}),"frozenset({'student', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'student', 'pleading'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'student'})",frozenset({'court'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'practice', 'court'})",frozenset({'student'}),0.1,0.2,0.1,1.0,5.0,0.08,inf
"frozenset({'student', 'court'})",frozenset({'practice'}),0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'practice'}),"frozenset({'student', 'court'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
frozenset({'court'}),"frozenset({'practice', 'student'})",0.1,0.1,0.1,1.0,10.0,0.09,inf
"frozenset({'lawmaking', 'discrimination'})",frozenset({'law'}),0.1,0.5,0.1,1.0,2.0,0.05,inf
