support,itemsets
0.1,"frozenset({'methodology', 'student'})"
0.1,"frozenset({'methodology', 'study'})"
0.1,"frozenset({'methodology', 'teaching'})"
0.1,"frozenset({'oligopoly', 'study'})"
0.1,"frozenset({'practice', 'pleading'})"
0.1,"frozenset({'student', 'pleading'})"
0.1,"frozenset({'practice', 'student'})"
0.1,"frozenset({'student', 'study'})"
0.1,"frozenset({'student', 'teaching'})"
0.1,"frozenset({'studentrechters', 'studenten'})"
0.1,"frozenset({'teaching', 'study'})"
0.1,"frozenset({'advocate', 'pleading', 'court'})"
0.1,"frozenset({'advocate', 'practice', 'court'})"
0.1,"frozenset({'advocate', 'student', 'court'})"
0.1,"frozenset({'advocate', 'practice', 'pleading'})"
0.1,"frozenset({'advocate', 'student', 'pleading'})"
0.1,"frozenset({'advocate', 'practice', 'student'})"
0.1,"frozenset({'basic', 'jurisdiction', 'law'})"
0.1,"frozenset({'lecture', 'basic', 'jurisdiction'})"
0.1,"frozenset({'basic', 'jurisdiction', 'teaching'})"
0.1,"frozenset({'lecture', 'basic', 'law'})"
0.1,"frozenset({'basic', 'teaching', 'law'})"
0.1,"frozenset({'lecture', 'basic', 'teaching'})"
0.1,"frozenset({'brexit', 'disintegration', 'eu'})"
0.1,"frozenset({'brexit', 'disintegration', 'europe'})"
0.1,"frozenset({'brexit', 'disintegration', 'european'})"
0.1,"frozenset({'brexit', 'eu', 'europe'})"
0.1,"frozenset({'brexit', 'eu', 'european'})"
0.1,"frozenset({'brexit', 'european', 'europe'})"
0.1,"frozenset({'legal', 'comparative', 'law'})"
0.1,"frozenset({'legislation', 'comparative', 'law'})"
0.1,"frozenset({'comparative', 'study', 'law'})"
0.1,"frozenset({'legislation', 'comparative', 'legal'})"
0.1,"frozenset({'comparative', 'study', 'legal'})"
0.1,"frozenset({'legislation', 'comparative', 'study'})"
0.1,"frozenset({'eu', 'judicial', 'comprehensive'})"
0.1,"frozenset({'eu', 'comprehensive', 'law'})"
0.1,"frozenset({'legislation', 'eu', 'comprehensive'})"
0.1,"frozenset({'judicial', 'comprehensive', 'law'})"
0.1,"frozenset({'legislation', 'judicial', 'comprehensive'})"
0.1,"frozenset({'legislation', 'comprehensive', 'law'})"
0.1,"frozenset({'practice', 'pleading', 'court'})"
0.1,"frozenset({'student', 'pleading', 'court'})"
0.1,"frozenset({'practice', 'student', 'court'})"
0.1,"frozenset({'lawmaking', 'discrimination', 'law'})"
0.1,"frozenset({'lecture', 'discrimination', 'law'})"
0.1,"frozenset({'legislation', 'discrimination', 'law'})"
0.1,"frozenset({'lawmaking', 'lecture', 'discrimination'})"
0.1,"frozenset({'lawmaking', 'legislation', 'discrimination'})"
0.1,"frozenset({'legislation', 'lecture', 'discrimination'})"
0.1,"frozenset({'disintegration', 'eu', 'europe'})"
0.1,"frozenset({'european', 'disintegration', 'eu'})"
0.1,"frozenset({'european', 'disintegration', 'europe'})"
0.1,"frozenset({'economics', 'judicial', 'economic'})"
0.1,"frozenset({'economics', 'law', 'economic'})"
0.1,"frozenset({'economics', 'lecture', 'economic'})"
0.1,"frozenset({'economics', 'oligopoly', 'economic'})"
0.2,"frozenset({'economics', 'study', 'economic'})"
0.1,"frozenset({'law', 'judicial', 'economic'})"
0.1,"frozenset({'judicial', 'study', 'economic'})"
0.1,"frozenset({'law', 'study', 'economic'})"
0.1,"frozenset({'lecture', 'oligopoly', 'economic'})"
0.1,"frozenset({'lecture', 'study', 'economic'})"
0.1,"frozenset({'oligopoly', 'study', 'economic'})"
0.1,"frozenset({'economics', 'judicial', 'law'})"
0.1,"frozenset({'economics', 'judicial', 'study'})"
0.1,"frozenset({'economics', 'study', 'law'})"
0.1,"frozenset({'economics', 'lecture', 'oligopoly'})"
0.1,"frozenset({'economics', 'lecture', 'study'})"
0.1,"frozenset({'economics', 'oligopoly', 'study'})"
0.1,"frozenset({'methodology', 'essay', 'student'})"
0.1,"frozenset({'methodology', 'essay', 'study'})"
0.1,"frozenset({'methodology', 'essay', 'teaching'})"
0.1,"frozenset({'essay', 'student', 'study'})"
0.1,"frozenset({'essay', 'student', 'teaching'})"
0.1,"frozenset({'essay', 'teaching', 'study'})"
0.1,"frozenset({'european', 'eu', 'europe'})"
0.1,"frozenset({'eu', 'judicial', 'law'})"
0.1,"frozenset({'legislation', 'eu', 'judicial'})"
0.1,"frozenset({'legislation', 'eu', 'law'})"
0.1,"frozenset({'honoursstudenten', 'masterclasses', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'studenten', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'studentrechters', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'masterclasses', 'studenten'})"
0.1,"frozenset({'honoursstudenten', 'masterclasses', 'studentrechters'})"
0.1,"frozenset({'honoursstudenten', 'studentrechters', 'studenten'})"
0.1,"frozenset({'legislation', 'judicial', 'law'})"
0.1,"frozenset({'judicial', 'study', 'law'})"
0.1,"frozenset({'lecture', 'jurisdiction', 'law'})"
0.1,"frozenset({'jurisdiction', 'teaching', 'law'})"
0.1,"frozenset({'lecture', 'jurisdiction', 'teaching'})"
0.1,"frozenset({'lawmaking', 'lecture', 'law'})"
0.1,"frozenset({'lawmaking', 'legislation', 'law'})"
0.1,"frozenset({'legislation', 'lecture', 'law'})"
0.1,"frozenset({'lecture', 'teaching', 'law'})"
0.1,"frozenset({'legislation', 'legal', 'law'})"
0.1,"frozenset({'legal', 'study', 'law'})"
0.1,"frozenset({'legislation', 'study', 'law'})"
0.1,"frozenset({'lawmaking', 'lecture', 'legislation'})"
0.1,"frozenset({'lecture', 'oligopoly', 'study'})"
0.1,"frozenset({'legislation', 'study', 'legal'})"
0.1,"frozenset({'masterclasses', 'studenten', 'masterclass'})"
0.1,"frozenset({'masterclasses', 'studentrechters', 'masterclass'})"
0.1,"frozenset({'studentrechters', 'studenten', 'masterclass'})"
0.1,"frozenset({'masterclasses', 'studentrechters', 'studenten'})"
0.1,"frozenset({'methodology', 'student', 'study'})"
0.1,"frozenset({'methodology', 'student', 'teaching'})"
0.1,"frozenset({'methodology', 'teaching', 'study'})"
0.1,"frozenset({'practice', 'student', 'pleading'})"
0.1,"frozenset({'student', 'teaching', 'study'})"
0.1,"frozenset({'advocate', 'practice', 'pleading', 'court'})"
0.1,"frozenset({'advocate', 'student', 'pleading', 'court'})"
0.1,"frozenset({'advocate', 'practice', 'student', 'court'})"
0.1,"frozenset({'advocate', 'practice', 'student', 'pleading'})"
0.1,"frozenset({'lecture', 'basic', 'jurisdiction', 'law'})"
0.1,"frozenset({'basic', 'jurisdiction', 'teaching', 'law'})"
0.1,"frozenset({'lecture', 'basic', 'jurisdiction', 'teaching'})"
0.1,"frozenset({'lecture', 'basic', 'teaching', 'law'})"
0.1,"frozenset({'brexit', 'disintegration', 'eu', 'europe'})"
0.1,"frozenset({'brexit', 'disintegration', 'eu', 'european'})"
0.1,"frozenset({'brexit', 'disintegration', 'european', 'europe'})"
0.1,"frozenset({'brexit', 'eu', 'european', 'europe'})"
0.1,"frozenset({'legislation', 'legal', 'comparative', 'law'})"
0.1,"frozenset({'legal', 'comparative', 'study', 'law'})"
0.1,"frozenset({'legislation', 'comparative', 'study', 'law'})"
0.1,"frozenset({'legislation', 'comparative', 'study', 'legal'})"
0.1,"frozenset({'eu', 'judicial', 'comprehensive', 'law'})"
0.1,"frozenset({'legislation', 'eu', 'judicial', 'comprehensive'})"
0.1,"frozenset({'legislation', 'eu', 'comprehensive', 'law'})"
0.1,"frozenset({'legislation', 'judicial', 'comprehensive', 'law'})"
0.1,"frozenset({'practice', 'student', 'pleading', 'court'})"
0.1,"frozenset({'lawmaking', 'lecture', 'discrimination', 'law'})"
0.1,"frozenset({'lawmaking', 'legislation', 'discrimination', 'law'})"
0.1,"frozenset({'legislation', 'lecture', 'discrimination', 'law'})"
0.1,"frozenset({'lawmaking', 'lecture', 'legislation', 'discrimination'})"
0.1,"frozenset({'european', 'disintegration', 'eu', 'europe'})"
0.1,"frozenset({'economics', 'law', 'judicial', 'economic'})"
0.1,"frozenset({'economics', 'judicial', 'study', 'economic'})"
0.1,"frozenset({'economics', 'law', 'study', 'economic'})"
0.1,"frozenset({'economics', 'lecture', 'oligopoly', 'economic'})"
0.1,"frozenset({'economics', 'lecture', 'study', 'economic'})"
0.1,"frozenset({'economics', 'oligopoly', 'study', 'economic'})"
0.1,"frozenset({'law', 'judicial', 'study', 'economic'})"
0.1,"frozenset({'lecture', 'oligopoly', 'study', 'economic'})"
0.1,"frozenset({'economics', 'judicial', 'study', 'law'})"
0.1,"frozenset({'economics', 'lecture', 'oligopoly', 'study'})"
0.1,"frozenset({'methodology', 'essay', 'student', 'study'})"
0.1,"frozenset({'methodology', 'essay', 'student', 'teaching'})"
0.1,"frozenset({'methodology', 'essay', 'teaching', 'study'})"
0.1,"frozenset({'essay', 'student', 'teaching', 'study'})"
0.1,"frozenset({'legislation', 'eu', 'judicial', 'law'})"
0.1,"frozenset({'honoursstudenten', 'studenten', 'masterclasses', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'studentrechters', 'masterclasses', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'studenten', 'studentrechters', 'masterclass'})"
0.1,"frozenset({'honoursstudenten', 'masterclasses', 'studenten', 'studentrechters'})"
0.1,"frozenset({'lecture', 'jurisdiction', 'teaching', 'law'})"
0.1,"frozenset({'lawmaking', 'lecture', 'legislation', 'law'})"
0.1,"frozenset({'legislation', 'legal', 'study', 'law'})"
0.1,"frozenset({'masterclasses', 'studenten', 'studentrechters', 'masterclass'})"
0.1,"frozenset({'methodology', 'student', 'teaching', 'study'})"
0.1,"frozenset({'advocate', 'court', 'practice', 'student', 'pleading'})"
0.1,"frozenset({'lecture', 'basic', 'law', 'jurisdiction', 'teaching'})"
0.1,"frozenset({'brexit', 'european', 'europe', 'disintegration', 'eu'})"
0.1,"frozenset({'legislation', 'study', 'legal', 'law', 'comparative'})"
0.1,"frozenset({'legislation', 'judicial', 'law', 'comprehensive', 'eu'})"
0.1,"frozenset({'legislation', 'discrimination', 'lecture', 'law', 'lawmaking'})"
0.1,"frozenset({'judicial', 'study', 'law', 'economic', 'economics'})"
0.1,"frozenset({'lecture', 'study', 'oligopoly', 'economic', 'economics'})"
0.1,"frozenset({'essay', 'study', 'methodology', 'teaching', 'student'})"
0.1,"frozenset({'honoursstudenten', 'masterclasses', 'masterclass', 'studentrechters', 'studenten'})"
